meso_rep1	meso_rep2	meso_rep3	meso_rep4	meso_rep5	meso_rep6
X9230110C19Rik	18	6	13	12	3	8
Cep126	28	11	12	23	15	13
Trpc6	7	3	5	1	0	2
Pgr	16	6	3	5	2	2
Arhgap42	198	90	79	74	41	43
Gm16833	10	6	4	3	3	1
Cntn5	1	0	0	0	0	0
Jrkl	44	37	16	18	21	19
Ccdc82	69	34	37	25	18	29
Maml2	23	15	10	4	13	11
Mtmr2	125	51	71	51	40	48
Cep57	268	115	153	125	105	87
Fam76b	202	85	139	120	70	73
Sesn3	280	142	129	118	94	98
Endod1	26	10	11	12	7	17
Kdm4d	0	0	1	1	0	1
Cwc15	762	320	372	292	259	237
Amotl1	182	95	113	98	59	76
Fut4	8	2	1	3	8	3
Ankrd49	99	62	53	59	34	41
Mre11a	137	49	75	56	37	33
Gm16302	1	1	0	0	0	0
Gpr83	1	0	2	0	0	0
Izumo1r	0	0	0	0	0	0
Panx1	43	21	20	27	17	16
Vstm5	2	3	1	1	1	0
Med17	90	28	42	37	34	26
X4931406C07Rik	157	73	90	60	43	58
Taf1d	677	334	384	362	244	220
Cep295	139	68	88	67	63	52
Gm16568	2	0	1	0	1	0
Smco4	115	66	64	70	59	38
Slc36a4	41	22	17	29	8	25
Fat3	51	22	32	11	10	14
Chordc1	279	144	140	122	79	103
Naalad2	2	5	5	4	3	2
Zfp558	2	2	1	0	4	2
Muc16	0	0	1	0	1	0
Olfr836	0	0	0	0	0	0
Olfr837	0	0	0	0	0	0
Zfp317	44	13	19	16	12	25
Olfr77	11	7	9	5	2	5
Zfp560	131	68	57	59	35	36
Zfp26	60	33	37	33	29	31
Gm26733	7	4	8	3	5	2
Zfp426	38	16	18	12	12	14
Zfp266	162	84	75	91	74	84
Zfp846	33	14	19	15	8	12
Fbxl12os	11	6	4	3	6	6
Gm26521	1	1	0	1	3	2
Fbxl12	55	33	35	49	24	34
Ubl5	822	445	519	533	365	366
Pin1	820	363	419	371	322	297
Olfm2	25	19	8	5	9	4
Col5a3	12	8	3	7	5	4
A230050P20Rik	12	14	4	10	3	10
Angptl6	49	22	51	33	28	30
Ppan	159	73	90	65	77	80
Eif3g	860	361	437	440	344	343
Dnmt1	383	133	181	174	122	140
S1pr2	107	47	57	57	46	44
Mrpl4	220	98	112	117	69	82
Icam1	48	47	14	12	14	15
Gm47079	0	1	0	0	0	0
Icam4	2	0	3	1	0	0
Icam5	3	3	1	1	1	1
Gm38431	1	0	0	0	0	1
Tyk2	18	8	12	6	8	6
Cdc37	871	419	491	450	338	355
Pde4a	27	10	11	8	12	5
Gm16754	6	5	1	4	2	1
Keap1	183	83	71	75	64	73
S1pr5	3	0	0	1	1	1
Atg4d	48	19	14	17	11	14
Kri1	37	13	32	23	22	9
Cdkn2d	103	58	53	52	31	46
Ap1m2	4	1	1	4	3	2
Slc44a2	63	36	40	32	15	30
Gm36198	0	1	0	0	1	0
Ilf3	302	127	197	183	96	94
Gm16853	5	5	5	5	1	1
Qtrt1	98	52	58	54	49	34
Dnm2	123	65	70	67	34	42
Tmed1	262	126	141	98	123	105
Carm1	207	74	121	137	62	73
Yipf2	35	13	20	13	16	17
Timm29	74	21	27	20	19	19
Smarca4	607	234	355	334	161	214
Gm26511	5	2	5	3	4	0
Ldlr	215	90	122	116	42	71
Spc24	562	178	267	251	181	173
Kank2	97	47	45	42	35	25
Dock6	61	31	30	24	15	21
Angptl8	0	0	0	0	0	0
Rab3d	15	7	3	3	2	1
Tmem205	214	105	112	123	88	86
Ccdc159	15	7	7	8	2	4
Plppr2	22	7	6	7	6	2
Swsap1	19	5	7	6	6	7
Epor	9	2	5	4	4	4
Rgl3	7	3	5	4	2	3
Ccdc151	4	1	0	1	4	2
Prkcsh	348	155	217	167	132	151
Elavl3	21	11	7	8	4	2
Zfp653	31	19	20	12	12	12
Gm16845	8	4	0	9	3	2
Ecsit	74	34	45	45	23	29
Cnn1	52	23	15	19	12	15
Elof1	518	251	229	228	184	164
Acp5	1	3	2	6	5	9
Pigyl	193	104	74	91	80	66
Zfp809	19	11	11	10	5	8
Zfp599	12	4	5	12	6	4
Zfp810	12	9	8	7	2	6
Anln	134	60	51	55	38	38
Rp9	621	288	290	314	208	226
X9530077C05Rik	15	2	4	4	0	4
Bbs9	23	8	13	11	11	6
Bmper	13	5	6	14	8	3
Dpy19l1	108	35	68	44	30	34
Tbx20	69	24	68	44	35	40
Herpud2	129	62	48	49	29	37
Sept7	1638	665	739	711	530	565
Eepd1	30	10	9	13	6	15
B3gat1	4	0	1	0	2	1
Glb1l2	3	1	2	4	0	3
Acad8	98	33	45	40	19	30
Thyn1	483	203	205	196	146	134
Vps26b	96	49	44	47	28	26
Ncapd3	146	72	69	75	64	69
Jam3	187	76	73	96	48	53
Gm48796	3	3	0	2	0	0
Igsf9b	29	15	9	7	0	3
Opcml	14	7	5	5	5	10
Ntm	76	45	47	29	38	52
Snx19	22	20	19	16	11	8
Adamts15	11	4	9	6	6	5
Adamts8	6	3	2	1	0	0
Zbtb44	92	46	52	50	32	27
St14	5	3	5	3	3	9
Aplp2	915	408	423	416	274	298
CT025678.1	6	6	6	6	5	5
Prdm10	33	15	20	13	8	11
Nfrkb	84	57	55	54	35	25
Tmem45b	0	0	0	1	0	0
Barx2	5	13	4	3	4	0
Gm47465	0	1	0	0	0	0
Arhgap32	65	29	24	35	13	14
Kcnj5	2	1	1	2	1	1
Fli1	14	9	7	9	3	4
Ets1	599	222	189	186	122	147
Kirrel3	0	3	3	3	4	1
St3gal4	82	31	21	21	9	16
Dcps	177	87	123	122	65	72
Tirap	34	13	18	17	17	10
Srpr	455	202	179	203	148	159
Foxred1	77	34	42	32	25	34
Fam118b	39	29	22	18	16	19
Rpusd4	63	28	36	32	26	14
Cdon	37	23	19	20	18	12
Ddx25	34	13	25	16	8	18
Pus3	47	21	22	24	20	27
Hyls1	19	9	9	11	3	5
Pate2	9	3	3	2	2	0
Chek1	117	50	63	59	51	39
Stt3a	361	140	161	155	104	135
Ei24	247	138	91	99	81	101
Fez1	58	29	27	19	20	15
Pknox2	37	14	19	19	9	11
Tmem218	98	44	45	40	34	35
Slc37a2	2	0	2	0	1	4
Ccdc15	33	14	8	17	12	5
Hepacam	2	0	0	0	0	0
Robo4	0	0	1	0	0	1
Robo3	3	0	1	3	2	0
Msantd2	139	79	56	56	42	52
Esam	0	1	0	0	1	0
Vsig2	2	2	2	0	2	2
Nrgn	21	6	10	4	5	3
Siae	26	13	15	14	12	8
Spa17	32	9	19	24	14	9
Tbrg1	1026	491	597	568	451	395
Olfr889	1	1	0	0	3	0
Olfr904	0	1	1	0	0	0
Vwa5a	48	23	30	32	19	27
Olfr920	9	5	4	0	3	1
AW551984	20	14	8	18	10	10
Olfr976	0	0	0	0	0	0
Olfr983	0	0	0	0	0	0
Olfr985	0	1	0	0	0	0
Olfr986	1	0	1	0	0	0
Zfp202	8	7	6	2	4	3
Scn3b	5	1	3	1	3	1
Gramd1b	18	11	10	8	2	4
Clmp	324	170	139	108	100	92
Hspa8	7439	3051	3894	3723	2584	2687
Jhy	2	0	0	0	1	0
Ubash3b	78	31	36	24	25	17
Gm48742	4	2	0	0	1	2
CT025619.1	81	32	35	34	19	22
Sorl1	25	21	13	11	8	8
Sc5d	187	89	106	108	88	85
Tbcel	57	36	21	28	20	25
Grik4	7	1	3	1	1	3
Arhgef12	223	109	104	110	75	67
Tmem136	13	8	10	5	6	6
Pou2f3	0	0	1	0	0	0
Oaf	495	250	144	119	132	123
Trim29	3	1	0	3	3	3
Nectin1	93	26	28	29	21	14
Thy1	208	136	59	64	42	52
Usp2	81	55	37	28	20	18
Rnf26	86	47	50	42	26	28
Gm26737	1	2	5	3	5	1
Gm10687	6	1	2	0	2	0
Mcam	45	16	20	13	13	6
Cbl	138	69	79	68	56	64
Pdzd3	0	0	0	0	0	0
Nlrx1	5	4	3	1	1	0
Abcg4	3	3	2	2	1	0
Gm48604	6	2	6	2	2	1
Hinfp	24	12	31	20	13	20
C2cd2l	16	15	15	12	6	8
Dpagt1	70	39	42	34	16	26
H2afx	882	371	371	420	248	262
Hmbs	259	123	152	152	106	81
Vps11	64	26	38	27	16	22
Hyou1	80	41	45	42	23	30
Slc37a4	32	23	16	14	10	20
Trappc4	505	200	238	267	181	180
Rps25	8400	4422	4587	4687	3356	3231
Ccdc84	28	13	12	16	11	8
Foxr1	4	0	0	1	1	0
Upk2	0	0	0	0	0	0
C030014I23Rik	9	1	2	0	2	2
Gm47204	1	3	1	0	0	0
Bcl9l	78	39	31	32	22	27
Gm47230	4	0	0	0	0	1
Gm47232	4	2	1	1	1	0
Ddx6	797	318	353	346	265	263
Phldb1	119	32	46	45	24	23
Arcn1	499	224	267	229	174	137
Ift46	148	57	82	84	41	53
Tmem25	2	1	0	1	0	0
Ttc36	2	2	1	2	0	0
Kmt2a	375	173	206	160	121	129
AC061963.1	2	0	1	1	0	0
Atp5l	1636	915	885	854	643	601
Ube4a	71	29	41	31	24	26
Cd3g	1	0	0	0	0	0
Mpzl2	9	10	6	2	7	4
Mpzl3	2	2	2	0	0	0
Jaml	0	0	1	1	1	0
Scn2b	5	5	2	1	1	1
Tmprss4	0	0	0	0	0	0
Tmprss13	0	0	0	0	0	0
Fxyd6	437	206	182	199	111	124
Fxyd2	2	0	0	0	0	1
Dscaml1	2	0	0	1	2	0
Cep164	267	110	140	125	97	95
Bace1	109	50	53	47	45	45
Gm16536	25	10	10	2	2	8
Rnf214	157	68	98	72	58	71
Pcsk7	78	31	30	40	25	25
Tagln	669	333	211	303	229	176
Sidt2	108	45	57	50	36	35
A830035O19Rik	2	0	1	0	3	1
Pafah1b2	477	243	240	213	139	154
Sik3	118	45	43	63	27	43
Apoa1	12	20	5	9	32	20
Apoc3	0	0	0	0	0	1
Apoa4	0	0	0	1	0	0
Apoa5	0	1	0	0	0	0
Zpr1	161	74	86	94	67	59
Bud13	37	17	31	26	13	23
Gm31816	0	0	0	0	0	0
Cadm1	125	64	73	65	69	53
Nxpe4	11	5	6	3	1	5
Nxpe2	0	0	0	0	0	0
Rexo2	412	166	190	206	131	115
Rbm7	296	136	117	104	98	90
Gm5617	217	99	101	84	79	73
Nnmt	15	5	7	6	7	5
Zbtb16	14	7	13	6	6	8
Htr3a	0	0	0	0	0	0
Usp28	47	19	13	17	14	13
Zw10	48	25	36	27	20	12
Tmprss5	0	0	0	0	0	1
Ttc12	7	4	6	6	4	5
Ncam1	375	187	187	156	163	159
X2310003N18Rik	0	0	0	0	0	0
Rpl10.ps3	51	19	65	77	47	46
Plet1	6	3	7	8	4	10
Pts	115	41	58	57	44	31
Il18	1	5	2	8	1	1
Tex12	0	1	0	0	0	0
Sdhd	367	135	183	169	118	107
Timm8b	892	408	489	466	331	317
AU019823	189	79	109	95	62	78
Pih1d2	10	8	6	6	6	4
Dlat	154	80	85	70	84	59
Dixdc1	54	26	31	21	16	31
X2310030G06Rik	19	2	12	10	13	5
Hspb2	5	5	4	2	2	2
Cryab	81	35	23	37	39	33
X1110032A03Rik	106	61	53	53	44	40
Fdxacb1	22	7	6	13	9	8
Alg9	42	19	23	25	19	14
Ppp2r1b	89	25	34	39	38	26
Sik2	40	12	37	22	13	17
Layn	20	8	11	4	5	3
X4833427G06Rik	2	0	2	0	1	0
Colca2	5	3	0	4	0	0
Arhgap20	22	15	8	10	7	4
Fdx1	179	93	73	79	58	59
Rdx	1633	612	876	843	607	630
Zc3h12c	41	14	22	21	14	13
AI593442	6	1	1	2	3	0
Ddx10	242	88	118	124	78	108
Exph5	3	1	0	0	0	2
Kdelc2	57	33	32	23	21	27
X4930550C14Rik	1	1	1	2	3	1
Atm	111	49	58	47	38	37
Npat	103	40	53	51	43	32
Acat1	290	142	129	123	94	99
Cul5	318	139	126	136	103	118
Gm16124	5	4	3	3	2	3
Rab39	6	2	3	3	1	2
Slc35f2	10	5	3	6	6	3
Sln	0	0	0	4	0	0
Elmod1	2	2	0	0	0	1
Tnfaip8l3	2	0	2	1	1	1
Dmxl2	11	1	6	8	7	4
Cib2	42	26	12	10	10	7
Idh3a	198	104	113	72	59	76
Acsbg1	0	2	0	1	0	0
Dnaja4	27	16	14	19	12	12
Wdr61	351	172	224	163	143	144
Crabp1	326	118	156	173	145	102
Ireb2	215	91	97	97	57	59
Hykk	19	12	4	6	10	17
AY074887	2	3	1	1	1	1
Psma4	1414	551	705	619	517	496
Chrna5	1	0	1	0	2	0
Chrna3	3	1	0	0	0	0
Chrnb4	3	2	4	1	5	2
Ube2q2	192	84	90	59	73	60
Fbxo22	161	70	83	81	84	61
Nrg4	1	2	0	0	1	1
Tmem266	2	0	0	0	1	0
Etfa	296	141	134	119	90	115
Isl2	1	0	0	0	0	3
Scaper	84	29	35	39	26	18
Rcn2	449	232	203	220	156	150
Pstpip1	1	0	1	1	1	1
Tspan3	759	342	348	314	265	277
Peak1	163	86	73	63	48	53
Hmg20a	124	65	57	67	39	50
Lingo1	28	13	5	5	6	9
Cspg4	23	20	8	6	6	5
Snx33	14	5	8	9	9	10
Imp3	715	355	341	297	250	243
Snupn	29	15	20	17	10	17
Ptpn9	85	43	57	50	31	28
Gm10658	4	0	6	0	1	0
Sin3a	124	51	50	66	37	43
X2700012I20Rik	2	2	1	1	3	3
Man2c1os	6	1	2	3	2	4
Man2c1	44	19	21	17	15	24
Neil1	15	7	5	8	6	6
Commd4	201	100	90	100	76	86
X1700017B05Rik	120	59	65	61	42	54
Ppcdc	18	7	13	9	12	7
Scamp5	16	12	8	12	4	8
Rpp25	12	9	5	5	6	4
Cox5a	2088	919	969	982	732	693
Fam219b	46	26	23	24	21	14
Mpi	49	13	20	16	17	15
Scamp2	158	63	92	83	62	57
Ulk3	3	1	1	2	2	3
Csk	74	42	42	41	43	33
Cyp1a1	0	0	2	0	0	1
Edc3	56	26	28	32	30	29
Clk3	109	40	32	50	31	42
Arid3b	140	49	85	63	67	80
Ubl7	63	32	41	33	23	29
Sema7a	11	1	4	4	0	1
Gm17322	1	0	0	0	0	0
Cyp11a1	0	0	1	0	0	0
Ccdc33	0	1	1	2	0	1
Stra6	43	36	14	13	11	4
Islr	280	166	80	59	53	72
Islr2	9	5	1	6	1	1
Pml	24	14	14	18	11	19
Stoml1	32	20	15	8	17	8
Loxl1	83	38	45	35	22	19
X4930461G14Rik	2	0	0	2	0	2
X6030419C18Rik	16	9	1	3	3	4
Cd276	97	38	33	37	24	31
Nptn	211	121	89	91	50	61
Rec114	6	2	4	3	2	1
Hcn4	8	6	3	5	1	3
Neo1	197	86	92	71	60	73
Gm47271	1	0	0	0	2	0
Adpgk	91	38	42	51	31	33
Bbs4	53	27	39	19	15	10
Arih1	278	137	121	116	90	118
Tmem202	1	0	0	0	0	2
Hexa	248	117	98	120	92	86
Celf6	1	0	1	0	1	1
Parp6	22	6	7	8	6	9
Pkm	5532	2285	3040	2856	2425	2372
Gramd2	1	0	1	1	0	0
Senp8	31	15	12	10	11	11
Myo9a	126	65	52	55	46	38
Thsd4	36	12	18	12	11	11
Lrrc49	37	22	8	12	9	6
B930082K07Rik	5	1	1	1	0	0
Larp6	11	5	2	3	1	2
Uaca	290	87	168	168	108	126
Gm10655	3	2	1	2	0	1
Tle3	132	46	78	67	56	45
Rplp1	5325	2697	2498	2692	2089	1894
Kif23	196	95	104	94	72	69
Paqr5	5	3	0	2	3	0
Glce	71	16	32	25	20	14
Anp32a	885	427	548	461	340	331
Coro2b	34	16	13	13	13	8
Itga11	10	4	2	3	5	2
Fem1b	234	105	84	106	74	67
Gm26609	33	12	13	10	9	7
Cln6	41	18	19	26	13	23
Calml4	21	19	6	7	10	8
Pias1	107	60	37	60	36	42
Map2k5	104	47	46	44	33	36
X2300009A05Rik	123	58	43	51	33	43
Iqch	0	0	0	0	0	0
Aagab	37	25	17	17	15	12
Smad3	51	27	33	31	20	26
Gm36033	5	3	4	1	1	2
Smad6	48	15	32	23	12	18
Zwilch	101	35	46	44	30	35
Rpl4	6716	2784	3390	3206	2437	2328
Snapc5	175	70	95	86	64	58
Map2k1	172	83	65	51	70	67
Gm48855	24	7	7	11	5	5
Uchl4	12	1	0	5	4	6
Tipin	532	212	250	243	177	160
Dis3l	20	9	17	9	9	11
Megf11	2	3	1	1	3	0
Rab11a	338	155	144	131	111	112
Dennd4a	56	20	23	13	9	17
Slc24a1	0	0	0	1	0	1
Ints14	66	35	46	39	27	27
Hacd3	66	31	30	40	29	33
Dpp8	97	60	66	52	41	37
Igdcc4	59	38	28	32	19	28
Igdcc3	97	36	87	82	50	65
Parp16	12	4	6	3	2	4
Clpx	206	90	89	85	49	60
Pdcd7	229	85	94	78	70	72
Ubap1l	2	0	0	2	1	0
Kbtbd13	0	0	0	1	0	0
Rasl12	5	5	6	3	3	2
Mtfmt	50	18	20	14	18	18
Spg21	297	131	138	121	113	94
Plekho2	49	30	25	15	11	19
Pif1	12	6	2	2	4	0
Rbpms2	170	48	103	117	67	61
Oaz2	216	101	107	117	88	95
Zfp609	103	46	62	67	43	38
Trip4	85	35	43	41	20	26
Pclaf	1082	464	539	508	315	318
Csnk1g1	128	59	60	63	45	50
Ppib	2408	1067	1032	1078	774	750
Snx22	6	1	3	0	4	0
Snx1	106	59	57	65	51	47
Fam96a	328	139	146	127	92	93
Dapk2	23	8	22	21	6	9
Herc1	236	107	125	123	80	89
Fbxl22	56	22	7	9	14	6
Usp3	243	124	134	122	76	96
Car12	4	2	0	2	1	0
Aph1b	28	12	12	10	4	9
Aph1c	9	2	0	3	2	0
Rab8b	95	44	41	33	29	21
Rps27l	2764	1260	1681	1663	1134	1087
Lactb	161	56	68	57	48	42
Tpm1	4064	1653	1778	1779	1233	1203
Gm10646	2	1	0	3	2	0
Tln2	283	111	137	152	97	85
C2cd4b	16	5	6	4	1	1
C2cd4a	2	2	2	2	2	1
Vps13c	71	39	34	41	20	20
Rora	131	61	62	59	45	36
Ice2	44	17	18	15	21	13
Anxa2	820	432	400	467	390	415
Foxb1	8	5	7	8	5	3
B230323A14Rik	0	1	1	1	1	0
Gm28731	7	8	0	1	3	2
Bnip2	468	190	203	193	143	151
Gtf2a2	496	221	220	214	139	138
Gcnt3	1	0	0	1	0	0
Fam81a	5	2	6	4	3	1
Myo1e	98	51	43	34	23	25
Ccnb2	380	153	197	164	117	119
Rnf111	175	88	110	92	58	66
Sltm	614	240	301	297	169	203
Mindy2	91	47	42	27	39	32
Gm10642	0	0	0	0	0	0
Adam10	176	93	90	64	59	53
Lipc	0	0	0	0	1	0
Aqp9	1	0	1	0	0	0
Aldh1a2	121	67	39	35	42	26
Polr2m	934	409	414	426	317	337
Myzap	5	2	2	1	1	2
Cgnl1	249	117	153	138	84	119
Tcf12	618	330	275	243	156	157
Zfp280d	133	71	68	87	61	48
Mns1	195	74	90	96	79	69
Tex9	78	41	41	51	43	29
X4930509E16Rik	1	0	1	1	0	2
Rfx7	167	71	114	91	47	60
Nedd4	3430	1567	1682	1545	1053	1140
Prtg	648	212	393	343	253	240
Pygo1	55	23	31	21	14	13
Dyx1c1	2	2	2	1	1	0
Ccpg1os	72	27	33	22	24	18
Ccpg1	25	14	10	16	9	9
Pigb	7	11	6	7	5	4
Rab27a	3	2	2	3	1	1
Khdc3	7	2	0	1	0	1
Rsl24d1	351	136	155	152	121	125
Unc13c	3	1	3	3	1	1
Gm20649	1	0	0	0	0	0
Onecut1	1	0	0	0	0	0
Fam214a	25	18	17	15	12	5
Arpp19	769	322	491	439	316	288
Myo5a	65	25	47	33	21	24
Myo5c	3	2	4	3	0	0
Gnb5	88	54	42	43	30	24
Gm19531	9	3	4	8	2	1
Gm48677	0	0	1	0	0	0
Mapk6	151	58	91	82	58	55
X4933433G15Rik	8	3	2	3	1	2
Leo1	309	147	173	154	112	131
Tmod3	439	166	165	179	142	122
Tmod2	64	47	33	35	23	22
Lysmd2	83	37	24	30	24	23
Scg3	5	5	0	1	0	1
Bmp5	65	39	31	29	27	33
Gm26903	1	0	5	0	2	0
Hmgcll1	10	5	7	9	2	1
Hcrtr2	1	1	1	0	2	0
Gm27234	0	0	0	0	0	0
Fam83b	0	1	1	1	0	0
Lrrc1	46	25	25	25	19	21
Klhl31	1	0	2	0	0	0
Gclc	166	75	77	57	43	40
Elovl5	110	59	60	53	60	56
Gcm1	0	0	0	0	1	0
Fbxo9	77	44	40	32	31	25
Ick	58	25	50	34	40	26
C920006O11Rik	19	4	6	8	4	6
Gsta4	274	134	133	122	122	114
Gsta1	0	0	0	0	1	0
Dppa5a	339	93	80	76	126	83
Ooep	30	2	9	4	9	6
X4930542C12Rik	4	1	1	0	0	0
Ddx43	3	4	1	4	3	1
Mb21d1	42	15	13	17	8	10
Mto1	41	19	17	15	10	19
Eef1a1	26807	13104	13127	12936	9668	9312
Gm47430	2	0	0	0	0	0
Slc17a5	67	43	17	14	17	19
Cd109	55	14	15	15	4	8
Col12a1	324	113	83	75	52	55
Cox7a2	1835	918	1053	1043	765	759
Tmem30a	319	144	148	127	100	116
X4930429F24Rik	0	1	0	0	0	0
Filip1	39	13	15	4	15	10
Senp6	988	378	444	435	288	334
Gm17477	6	2	3	3	1	2
Myo6	152	70	65	58	49	52
Gm27224	0	0	0	0	0	0
Htr1b	4	1	0	0	1	0
D430036J16Rik	0	0	0	0	0	0
Mei4	1	2	1	2	0	1
Irak1bp1	199	102	107	95	69	86
Phip	582	278	310	289	186	235
Hmgn3	308	151	123	128	102	74
Lca5	32	12	23	1	17	15
Sh3bgrl2	15	7	7	7	11	13
Elovl4	82	34	36	28	19	21
Ttk	54	25	33	34	12	18
Gm36278	0	0	1	0	0	0
Bckdhb	55	35	30	38	28	28
Fam46a	248	125	94	102	82	77
Ibtk	110	55	60	57	39	30
Tpbg	224	87	59	71	48	39
Ube2cbp	15	7	4	7	4	4
Dopey1	36	22	18	14	7	8
Pgm3	128	67	66	58	47	50
Rwdd2a	11	4	2	4	0	1
Me1	126	43	48	42	53	41
A330041J22Rik	1	0	0	0	1	1
Prss35	25	22	14	11	10	11
Snap91	14	3	2	5	2	3
Cyb5r4	106	49	58	48	40	34
Cep162	39	29	33	31	22	20
Tbx18	18	8	7	2	5	2
Nt5e	10	3	1	7	2	3
Snx14	51	27	33	34	20	11
Syncrip	1040	460	439	432	276	309
Zfp949	29	7	12	18	11	7
X9430037G07Rik	4	2	2	2	2	1
Mthfsl	9	11	6	5	14	10
Gm29562	0	2	0	2	1	0
Mthfs	10	3	5	7	6	3
AF529169	4	0	5	1	0	0
Tmed3	375	189	175	190	160	174
Rasgrf1	1	0	0	0	0	0
Ctsh	50	26	22	18	32	34
Morf4l1	2084	1015	1103	1124	754	788
Gm26882	12	4	8	2	1	3
Adamts7	30	11	6	7	6	5
Tbc1d2b	49	18	15	12	5	13
Zic1	23	23	8	7	9	7
Zic4	4	2	1	2	0	0
Plscr1	60	18	28	29	22	19
Plscr2	3	1	2	1	1	1
Plscr4	13	10	3	3	3	0
Plod2	445	226	235	233	163	205
X1190002N15Rik	165	74	83	65	44	46
Slc9a9	3	3	5	1	1	4
Chst2	142	56	61	55	39	41
U2surp	976	426	462	464	324	358
Gm28424	4	0	2	1	1	1
Paqr9	4	2	1	2	2	3
Pcolce2	21	8	7	16	6	7
Trpc1	50	23	20	12	10	11
Pls1	2	1	0	1	1	4
X1700065D16Rik	4	2	1	1	2	1
Atr	98	32	59	42	37	31
Gm16794	3	1	2	0	3	0
Xrn1	223	112	107	98	74	80
Gk5	88	43	41	48	21	18
Tfdp2	295	100	143	151	104	108
Atp1b3	360	126	125	124	94	92
Rnf7	943	417	381	398	288	286
Rasa2	143	67	64	53	52	53
Zbtb38	46	22	22	21	15	20
Pxylp1	27	10	6	5	5	6
Spsb4	40	26	25	20	19	7
Gm19325	17	5	8	6	3	2
Gm26767	4	1	3	5	1	2
Slc25a36	170	94	80	85	64	59
Gm16185	0	0	2	0	1	0
Clstn2	9	6	4	3	0	3
Nmnat3	6	4	3	5	2	4
Rbp1	906	407	299	253	204	194
Rbp2	0	0	1	1	0	2
Copb2	879	370	410	396	291	275
Mrps22	174	72	110	77	49	63
Prr23a3	2	0	0	0	0	1
Foxl2	20	8	1	5	3	1
Faim	95	45	46	57	38	40
Pik3cb	13	5	16	6	6	6
Cep70	45	21	31	32	20	17
Esyt3	6	1	0	0	0	0
Mras	36	15	20	12	7	4
Nme9	1	0	0	0	0	0
Armc8	61	26	30	32	22	21
Dbr1	82	38	36	40	24	35
Dzip1l	118	38	61	59	24	37
Cldn18	0	0	0	0	0	0
Sox14	2	0	0	0	0	0
Il20rb	4	4	6	1	4	3
Nck1	95	57	49	49	43	41
Slc35g2	13	7	5	4	7	2
Stag1	354	143	196	177	120	132
Pccb	50	32	17	28	12	18
Msl2	110	64	57	56	23	39
Ppp2r3a	91	52	48	31	34	28
Ephb1	13	11	6	6	5	6
Gm26846	0	0	1	0	0	0
Cep63	74	28	64	45	24	29
Anapc13	306	164	256	222	150	148
Amotl2	280	106	140	141	65	79
Ryk	448	209	193	220	137	151
Slco2a1	12	2	4	3	8	3
Rab6b	39	14	17	16	24	10
Srprb	145	56	68	60	42	47
Trf	3	2	1	2	3	2
X1300017J02Rik	2	0	2	1	0	3
Topbp1	423	168	206	185	138	135
Cdv3	2009	737	917	857	620	621
X5830418P13Rik	0	1	0	0	0	0
Bfsp2	1	0	0	2	0	1
Tmem108	101	36	68	78	49	55
Nphp3	39	11	26	19	15	8
Uba5	349	150	128	119	96	113
Acad11	28	16	21	12	6	7
Ackr4	0	1	0	1	0	0
Dnajc13	138	61	72	75	57	49
Acpp	2	1	0	1	0	0
Cpne4	8	7	5	8	2	3
Mrpl3	205	92	90	89	75	73
Nudt16	33	21	19	18	10	17
Aste1	33	18	16	9	7	10
Atp2c1	105	47	38	57	30	28
Pik3r4	56	34	28	20	29	16
Col6a5	3	2	1	1	0	1
D030055H07Rik	0	0	2	0	0	0
Glyctk	2	0	0	0	0	3
Wdr82	106	64	72	53	37	45
Ppm1m	79	35	35	42	27	22
Twf2	100	46	46	49	41	52
Alas1	98	40	37	26	14	25
X4930500F10Rik	0	1	0	0	0	0
Poc1a	45	17	27	30	14	20
Dusp7	63	47	31	28	27	29
Rpl29	2867	1949	1882	2104	1628	1622
Acy1	37	14	20	12	13	10
Abhd14a	181	95	74	80	64	60
Abhd14b	37	21	13	11	10	12
Pcbp4	411	162	247	222	175	161
Parp3	40	19	14	20	11	8
Rrp9	98	45	59	59	34	39
Iqcf5	0	0	0	0	0	0
Gm28111	1	0	0	0	0	0
Grm2	0	0	1	1	2	0
Tex264	205	90	75	80	48	53
Rad54l2	149	63	89	75	49	38
Dcaf1	128	55	70	67	33	47
Manf	1068	444	531	534	362	346
Rbm15b	140	68	60	52	45	44
X4930524O07Rik	6	2	6	5	1	5
Dock3	0	3	0	0	0	0
Mapkapk3	18	9	18	5	4	9
Cish	35	19	18	18	14	14
Hemk1	19	16	8	10	8	2
X6430571L13Rik	0	0	0	0	0	0
Cacna2d2	14	5	7	8	2	2
Tmem115	86	50	44	44	34	33
Cyb561d2	73	17	35	24	12	25
Nprl2	25	14	14	10	12	11
Zmynd10	1	0	0	0	0	1
Rassf1	358	127	134	115	106	100
Gm9917	4	2	3	0	1	1
Tusc2	99	30	38	37	23	33
Hyal2	134	49	84	49	45	36
Hyal1	14	13	9	5	7	7
Nat6	20	14	4	6	7	12
Hyal3	3	3	0	0	0	1
Ifrd2	91	34	42	41	31	28
Sema3b	4	3	5	6	0	2
Gnai2	1540	734	816	773	622	633
Slc38a3	8	4	6	6	1	0
Gnat1	0	0	0	0	0	0
Sema3f	27	17	8	12	7	10
Rbm5	296	161	172	142	97	117
Gm37850	1	0	1	0	0	2
Rbm6	213	101	124	113	92	95
Mon1a	5	6	14	4	3	7
Mst1r	5	3	1	1	1	3
