endoderm_NA18511	endoderm_NA18856	endoderm_NA18858	endoderm_NA18912	endoderm_NA19140	endoderm_NA19159	endoderm_NA19160	endoderm_NA19210
CNTNAP1	37	10	4	14	0	0	77	8
EZH1	141	77	49	42	8	1	238	51
RAMP2	192	18	50	38	8	0	432	8
VPS25	2366	518	710	417	48	20	3641	420
WNK4	32	11	0	8	2	1	66	10
COA3	2407	564	547	533	80	22	4314	440
CNTD1	6	1	1	8	0	0	13	11
BECN1	399	149	169	145	16	7	731	113
PSME3	678	134	205	136	11	8	984	150
AOC2	3	4	1	0	0	1	15	5
AOC3	8	3	0	1	0	0	8	9
G6PC	0	0	0	0	0	0	0	0
AARSD1	150	172	26	140	15	8	261	127
PTGES3L	52	9	4	13	2	1	70	13
RUNDC1	258	66	64	68	4	3	395	45
RPL27	28549	4167	6648	3955	437	201	57498	3678
IFI35	75	14	48	21	1	1	92	9
VAT1	1180	187	594	325	25	13	1829	196
RND2	690	108	195	199	5	4	1204	101
BRCA1	544	189	135	107	18	4	901	130
NBR1	418	137	98	107	9	3	712	98
TMEM106A	96	58	24	51	5	2	161	44
CCDC200	0	34	0	47	1	1	1	37
ARL4D	1045	185	99	138	13	15	1608	219
DHX8	273	124	74	109	19	9	503	87
ETV4	615	136	91	152	9	6	865	115
MEOX1	5	1	2	0	0	0	12	2
SOST	4	4	0	0	1	0	34	0
DUSP3	280	76	168	104	12	3	559	45
CFAP97D1	1	0	0	0	0	0	0	0
MPP3	30	27	2	22	2	4	36	8
CD300LG	0	1	0	1	0	0	1	0
MPP2	41	18	22	9	0	0	109	7
PPY	0	0	4	0	0	0	0	0
PYY	8	2	13	3	0	1	20	2
NAGS	23	5	12	2	0	0	71	8
TMEM101	547	169	168	128	6	6	1006	132
LSM12	93	348	12	307	39	13	147	324
G6PC3	933	141	332	135	20	8	1495	181
HDAC5	248	54	114	38	5	2	372	52
C17orf53	79	30	28	26	2	0	116	18
ASB16	5	1	1	1	0	0	4	1
TMUB2	411	76	148	66	3	4	613	55
ATXN7L3	343	67	70	71	8	2	575	68
UBTF	942	224	230	192	27	12	1535	138
SLC4A1	0	1	0	1	0	0	1	0
RUNDC3A	10	1	1	2	0	0	26	0
SLC25A39	2029	397	749	450	54	15	3791	329
GRN	1399	220	816	258	21	14	1751	244
FAM171A2	574	92	64	47	7	4	774	74
ITGA2B	23	13	9	6	0	0	43	15
GPATCH8	873	765	187	664	82	41	1422	611
FZD2	295	76	195	52	3	5	540	46
MEIOC	13	13	2	9	1	0	38	7
CCDC43	770	201	239	159	16	11	1377	165
DBF4B	109	99	20	60	7	5	181	60
ADAM11	18	5	2	9	0	0	31	4
GJC1	428	164	65	92	6	9	683	100
HIGD1B	1	2	0	3	0	0	2	13
EFTUD2	684	213	159	166	19	12	1109	191
CCDC103	1	0	0	0	0	0	0	0
FAM187A	0	0	0	0	0	0	0	0
GFAP	0	1	0	1	0	0	0	0
KIF18B	111	156	17	70	8	4	184	88
C1QL1	8	2	4	1	0	0	13	0
DCAKD	259	260	118	131	16	16	694	135
NMT1	661	233	199	203	35	15	1145	210
PLCD3	94	34	46	28	2	1	123	18
ACBD4	89	25	19	18	1	3	122	22
HEXIM1	380	90	122	94	5	6	783	115
HEXIM2	178	49	32	32	4	3	291	43
FMNL1	21	3	44	2	0	1	38	2
SPATA32	1	8	0	2	0	0	1	1
MAP3K14	23	50	13	34	6	0	28	22
ARHGAP27	2	19	2	16	2	1	2	14
PLEKHM1	5	26	1	60	6	2	10	35
CRHR1	0	0	0	2	0	0	0	1
SPPL2C	0	0	0	0	0	0	0	0
MAPT	2	9	1	8	2	1	9	12
STH	0	1	0	0	0	0	0	0
KANSL1	18	937	7	651	81	51	32	714
ARL17B	0	43	0	13	4	3	7	17
LRRC37A	0	3	0	0	1	0	1	0
LRRC37A2	2	14	2	13	1	1	3	6
ARL17A	0	58	0	31	5	4	12	16
NSF	84	114	9	102	8	11	119	95
WNT3	24	25	12	28	5	2	35	25
WNT9B	0	3	0	2	0	0	0	0
GOSR2	501	226	188	241	25	6	990	200
RPRML	11	2	4	2	1	0	9	1
CDC27	559	390	112	372	30	15	897	299
MYL4	64	10	29	71	5	0	116	35
ITGB3	1	0	0	1	0	0	0	1
EFCAB13	27	85	6	94	16	1	47	68
NPEPPS	1348	953	519	1039	92	33	2382	604
KPNB1	4540	1209	968	942	126	53	7693	969
TBKBP1	87	17	16	18	1	0	104	12
TBX21	0	0	0	0	0	0	0	0
OSBPL7	59	13	25	13	2	0	92	11
MRPL10	837	181	220	126	15	9	1442	125
LRRC46	10	1	6	1	0	0	11	2
SCRN2	466	133	111	89	12	8	953	95
SP6	69	9	74	7	1	0	100	3
SP2	143	63	47	46	8	3	214	41
PNPO	8	11	21	16	2	2	124	20
PRR15L	26	4	41	4	0	0	80	1
CDK5RAP3	691	150	176	103	19	9	1159	106
COPZ2	16	5	9	6	0	1	36	3
NFE2L1	317	110	99	98	12	3	428	87
CBX1	2960	784	500	473	64	43	5153	603
SNX11	137	35	36	28	1	0	200	31
SKAP1	41	62	0	37	5	3	85	16
HOXB1	8	0	6	0	0	0	17	1
HOXB2	239	81	125	17	9	7	549	60
HOXB3	31	120	4	19	2	14	122	8
HOXB4	19	44	20	7	1	2	63	3
HOXB5	21	14	0	8	1	1	53	0
HOXB6	36	48	0	21	1	6	244	3
HOXB7	9	28	2	12	0	2	66	1
HOXB8	13	52	0	22	0	6	125	0
HOXB9	20	89	0	38	0	3	119	2
PRAC1	2	1	0	1	0	0	5	6
PRAC2	4	1	0	0	1	0	4	6
HOXB13	1	1	0	0	0	0	0	1
TTLL6	5	3	2	1	0	1	2	3
CALCOCO2	419	163	123	141	9	7	770	123
ATP5MC1	3468	779	901	703	83	34	7649	636
UBE2Z	890	203	253	187	21	13	1490	190
SNF8	2903	709	882	729	76	34	5107	533
GIP	4	0	1	0	0	0	9	1
IGF2BP1	2147	938	443	642	83	47	3880	694
B4GALNT2	3	3	0	34	1	0	13	3
GNGT2	0	0	1	0	0	0	4	1
ABI3	0	2	1	2	0	0	8	0
PHOSPHO1	5	0	0	2	0	0	4	0
ZNF652	722	468	175	359	44	32	1198	350
PHB	4602	878	1211	837	76	42	7614	849
NGFR	9	3	11	4	0	0	22	2
NXPH3	8	4	7	3	0	0	23	4
SPOP	627	263	170	212	38	16	1082	175
SLC35B1	1129	223	316	204	32	12	1988	205
FAM117A	214	92	38	73	8	4	338	88
KAT7	417	168	111	121	17	13	699	136
TAC4	39	24	2	21	0	2	113	23
DLX4	12	1	12	5	2	0	45	0
DLX3	29	7	39	6	0	0	84	1
ITGA3	212	97	62	97	8	2	340	84
PDK2	174	39	74	50	4	2	343	33
SAMD14	101	23	40	40	2	2	215	16
PPP1R9B	79	18	40	23	3	2	146	15
SGCA	14	4	5	10	0	1	17	2
COL1A1	366	36	878	45	0	1	547	14
TMEM92	661	225	96	226	20	8	1583	153
XYLT2	205	66	40	49	4	2	298	39
MRPL27	2371	444	606	476	44	29	4033	369
EME1	103	26	22	16	1	5	175	25
LRRC59	1438	323	526	329	44	5	2532	258
ACSF2	238	79	119	91	9	3	422	69
CHAD	1	10	0	4	0	0	0	2
RSAD1	210	66	55	62	4	1	471	51
MYCBPAP	13	4	1	2	1	0	19	4
EPN3	56	6	126	4	0	1	104	4
SPATA20	255	51	36	30	5	1	390	43
CACNA1G	3	5	1	1	0	1	5	0
ABCC3	11	15	8	24	0	3	71	19
ANKRD40	429	109	87	73	4	9	696	72
LUC7L3	3399	905	735	777	90	35	6280	708
ANKRD40CL	20	4	0	4	0	0	10	2
WFIKKN2	1	0	0	0	0	0	4	1
TOB1	575	137	171	124	11	5	1127	158
SPAG9	711	470	302	563	33	22	1231	290
NME1	4752	865	989	769	99	58	8089	658
NME2	345	5499	98	5073	648	250	496	4662
MBTD1	261	290	43	174	29	17	387	206
UTP18	938	262	211	240	28	11	1849	211
CA10	2	7	2	3	0	0	6	7
KIF2B	0	0	0	0	0	0	0	0
TOM1L1	356	173	129	137	16	9	727	131
COX11	1216	328	128	280	36	5	2134	289
STXBP4	202	272	46	211	27	20	381	195
HLF	5	14	0	5	0	0	13	2
MMD	652	420	154	322	27	8	1562	190
SMIM36	1	5	0	3	0	0	0	4
TMEM100	72	52	3	9	2	1	173	18
PCTP	527	194	62	105	8	7	827	144
ANKFN1	4	36	0	18	5	2	3	20
NOG	103	10	16	31	1	2	171	20
C17orf67	58	27	16	18	3	1	57	9
DGKE	53	17	19	23	5	1	83	23
TRIM25	261	84	61	59	9	0	438	60
COIL	599	162	151	125	14	8	1164	140
SCPEP1	271	85	168	73	6	6	519	68
AKAP1	644	180	90	141	19	6	1450	106
MSI2	827	1235	145	981	118	76	1611	969
CCDC182	0	0	0	0	0	0	0	0
MRPS23	1687	342	479	335	48	20	3061	291
CUEDC1	112	87	45	44	4	4	133	33
VEZF1	602	180	160	127	13	14	1000	164
SRSF1	940	401	185	261	40	14	1515	260
DYNLL2	762	252	183	185	16	12	1187	124
OR4D1	1	0	0	0	0	0	3	0
OR4D2	0	0	0	0	0	0	0	0
EPX	0	0	0	0	0	0	0	1
MKS1	134	45	33	21	9	3	223	28
LPO	0	0	1	2	0	0	1	0
MPO	2	0	0	0	0	0	0	0
TSPOAP1	22	27	10	14	2	2	69	14
SUPT4H1	60	441	26	451	50	23	87	371
RNF43	70	192	26	131	26	15	258	88
HSF5	0	6	0	2	0	0	1	17
MTMR4	391	163	52	113	22	4	737	119
SEPTIN4	17	2	7	0	0	0	25	1
TEX14	1	29	5	46	5	11	1	124
AC011195.2	0	0	0	0	0	0	1	0
RAD51C	551	170	189	90	9	9	869	113
PPM1E	5	40	5	29	3	6	6	40
TRIM37	471	260	110	197	27	7	838	186
SKA2	1357	476	351	296	40	19	2409	289
PRR11	241	114	68	53	7	8	385	69
SMG8	44	44	11	31	4	2	79	28
GDPD1	118	49	19	34	3	5	158	40
YPEL2	372	136	81	107	13	3	462	141
DHX40	342	155	86	92	7	9	657	90
CLTC	2191	756	588	752	90	24	3583	662
PTRH2	423	211	92	189	23	8	816	148
VMP1	1948	958	658	964	113	41	4325	518
TUBD1	313	108	90	110	11	9	544	98
RPS6KB1	275	116	105	107	13	9	497	96
RNFT1	202	64	65	72	2	2	354	47
HEATR6	253	88	57	81	10	3	424	88
CA4	803	911	13	724	41	4	2064	387
USP32	235	421	84	365	38	32	336	400
C17orf64	8	4	2	2	1	0	18	3
APPBP2	272	239	96	224	31	16	507	195
PPM1D	153	115	54	79	10	6	223	91
BCAS3	121	814	25	476	49	30	155	632
TBX2	23	5	10	2	0	0	28	4
TBX4	0	0	0	0	0	0	1	1
NACA2	27	5	12	1	0	1	85	3
BRIP1	170	270	26	145	30	9	279	261
INTS2	169	116	44	67	2	3	278	92
MED13	569	724	115	633	80	39	1042	633
EFCAB3	1	1	0	0	2	0	5	1
METTL2A	552	196	153	116	12	9	998	161
TLK2	594	464	102	327	38	26	902	430
MRC2	492	283	29	220	20	3	591	288
MARCH10	1	0	1	2	0	0	2	1
TANC2	134	214	153	168	8	8	215	141
CYB561	256	58	98	58	3	1	415	57
ACE	19	40	0	38	2	0	58	35
KCNH6	25	16	2	8	0	0	33	14
DCAF7	1337	462	352	338	43	18	2071	350
TACO1	534	117	126	120	13	6	799	89
MAP3K3	118	71	44	50	3	6	172	61
STRADA	112	147	24	81	5	5	154	120
LIMD2	1076	168	124	108	16	7	1322	162
CCDC47	1210	446	332	374	46	18	2341	369
DDX42	1024	337	235	321	39	18	1772	220
FTSJ3	583	148	162	119	9	8	1140	110
PSMC5	3293	689	881	520	78	36	5194	585
SMARCD2	693	160	210	131	14	4	1204	102
CSH2	2	0	0	0	0	0	4	0
GH2	6	1	3	0	0	0	4	0
CSH1	1	0	0	0	0	0	3	0
CSHL1	0	0	1	0	0	0	1	0
GH1	0	0	0	1	0	0	0	0
CD79B	4	1	5	3	0	0	8	1
SCN4A	1	4	1	2	0	0	11	1
PRR29	5	2	2	1	0	0	5	1
ICAM2	2	0	6	3	0	0	9	0
ERN1	62	77	28	68	7	4	101	55
TEX2	96	86	50	75	6	1	151	59
PECAM1	30	15	0	16	1	1	69	15
MILR1	0	0	1	1	0	0	1	1
POLG2	228	98	36	69	12	6	390	164
DDX5	8038	1528	2152	1311	168	94	12129	1238
CEP95	460	284	94	245	30	16	736	235
SMURF2	396	340	109	277	32	13	699	315
LRRC37A3	16	62	6	40	4	3	18	35
GNA13	292	134	102	129	12	5	505	105
RGS9	180	44	69	25	4	3	372	39
AXIN2	246	175	25	141	21	7	581	115
CEP112	77	323	21	240	25	14	134	259
APOH	24	2	0	1	0	0	55	3
PRKCA	134	508	18	393	61	13	276	428
CACNG5	0	1	0	0	0	0	0	0
CACNG4	56	35	141	42	5	1	51	11
CACNG1	1	2	0	0	0	0	0	1
HELZ	708	629	139	592	70	22	1283	538
PSMD12	1691	497	451	434	44	25	2637	391
PITPNC1	184	372	61	153	29	33	208	321
NOL11	771	186	182	163	15	10	1298	174
BPTF	3586	1451	672	1076	122	84	5891	1452
C17orf58	391	62	99	46	7	3	573	70
KPNA2	3864	847	947	571	57	42	6411	546
AMZ2	556	117	214	112	12	4	836	90
ARSG	93	57	37	39	2	3	166	43
SLC16A6	7	3	3	1	0	0	5	1
WIPI1	309	164	153	150	7	7	608	106
PRKAR1A	1502	335	455	259	33	19	2086	220
FAM20A	60	49	24	159	3	0	115	18
ABCA8	0	3	0	1	0	0	0	0
ABCA9	0	6	1	6	0	0	3	0
ABCA6	3	2	1	3	0	1	3	0
ABCA10	2	3	2	6	0	0	4	2
ABCA5	71	73	77	79	4	5	195	20
MAP2K6	515	452	64	316	51	21	860	372
KCNJ16	97	160	3	227	45	10	162	163
KCNJ2	19	3	23	1	0	0	39	3
SOX9	235	38	213	37	1	3	360	42
SLC39A11	163	275	76	192	21	6	293	227
SSTR2	778	166	8	52	14	5	701	119
COG1	177	51	62	39	8	2	237	34
FAM104A	629	158	197	119	5	10	970	136
C17orf80	257	96	77	71	6	4	401	57
CPSF4L	0	1	0	1	0	0	1	0
CDC42EP4	357	99	58	94	10	0	665	107
SDK2	78	199	37	94	17	7	120	117
RPL38	19962	2827	4553	2706	325	133	39538	2431
TTYH2	6	8	8	7	1	1	23	6
DNAI2	0	6	0	1	0	0	0	0
KIF19	27	7	2	9	0	0	29	5
BTBD17	19	6	10	5	1	0	30	5
GPR142	0	0	0	0	0	0	0	0
GPRC5C	1358	255	140	376	29	12	2197	160
CD300A	21	1	12	2	0	0	67	1
CD300LB	0	0	0	0	0	0	0	0
CD300C	0	0	0	0	0	0	0	0
CD300LD	0	0	0	0	0	0	0	0
CD300E	5	0	0	1	0	0	6	0
RAB37	26	8	3	2	0	0	20	4
CD300LF	2	0	0	0	0	0	0	0
SLC9A3R1	1693	468	396	429	48	10	3707	461
NAT9	358	102	109	71	11	2	684	54
TMEM104	90	63	27	63	7	3	153	50
GRIN2C	9	4	0	4	0	0	8	6
FDXR	398	91	158	59	4	5	573	111
FADS6	46	25	5	42	3	0	152	31
USH1G	2	0	4	1	0	0	8	0
OTOP2	0	0	0	0	0	0	0	0
OTOP3	1	0	0	0	0	0	0	1
HID1	110	11	69	7	1	2	124	11
CDR2L	85	10	65	13	2	1	139	14
MRPL58	762	180	228	171	15	13	1210	121
KCTD2	146	38	42	34	2	1	290	38
ATP5PD	4168	730	1145	759	93	35	6683	725
SLC16A5	49	26	22	17	4	1	78	22
ARMC7	121	29	37	19	4	0	184	29
NT5C	1769	407	388	277	25	18	2882	373
JPT1	5448	1207	1411	913	117	51	9240	859
SUMO2	13016	4028	2895	2897	368	200	22270	2980
NUP85	256	101	83	104	11	8	400	101
GGA3	222	91	66	79	11	4	374	76
MRPS7	2187	443	537	391	41	18	3839	405
MIF4GD	295	94	111	37	3	1	465	55
SLC25A19	96	36	61	18	1	3	227	29
GRB2	1114	478	380	434	39	25	1773	411
TMEM94	229	82	66	63	5	5	305	44
CASKIN2	112	23	34	15	4	1	180	19
TSEN54	296	77	66	61	7	4	564	65
LLGL2	1094	350	255	392	42	23	1716	322
MYO15B	79	56	10	33	5	3	121	38
RECQL5	102	62	47	26	2	1	169	31
SMIM5	81	0	140	1	0	0	29	0
SMIM6	50	8	6	9	1	0	96	6
SAP30BP	786	256	203	244	14	11	1236	176
ITGB4	10	3	66	2	0	0	45	1
GALK1	882	228	258	253	25	6	2116	155
H3F3B	21838	5922	5594	3080	505	272	32452	4059
UNK	336	189	110	156	21	13	511	145
UNC13D	43	5	54	4	1	1	59	11
WBP2	669	95	305	89	4	3	890	100
TRIM47	11	2	9	2	1	0	26	0
TRIM65	146	60	15	32	6	2	185	47
MRPL38	17	214	2	233	20	13	39	219
FBF1	57	43	15	27	3	2	92	38
ACOX1	247	127	106	93	8	5	381	105
TEN1	0	87	0	95	5	6	1	58
CDK3	0	6	0	2	0	0	0	4
EVPL	23	0	29	0	0	0	23	1
SRP68	798	140	198	150	14	9	1312	130
ZACN	3	1	0	1	0	0	0	1
GALR2	6	2	1	0	0	0	2	2
EXOC7	729	119	213	115	4	3	1021	94
FOXJ1	199	21	17	28	1	1	187	26
RNF157	46	39	16	17	1	1	73	31
UBALD2	612	101	191	112	11	1	1049	79
QRICH2	21	28	10	14	3	0	23	16
PRPSAP1	953	190	300	200	16	9	1665	176
SPHK1	123	41	141	43	7	0	268	29
UBE2O	342	185	68	154	16	11	542	176
AANAT	3	3	0	1	1	0	11	6
RHBDF2	77	47	25	37	6	1	163	27
CYGB	8	1	16	3	0	0	21	0
PRCD	7	2	2	16	0	0	21	5
AC015802.6	60	28	16	16	2	1	59	14
ST6GALNAC2	2	14	0	32	1	0	6	10
ST6GALNAC1	40	16	7	12	4	1	104	8
MXRA7	444	332	285	262	17	8	990	286
JMJD6	329	75	92	73	9	4	568	69
METTL23	770	225	196	169	27	10	1500	143
SRSF2	6806	1126	1145	812	112	52	11581	954
MFSD11	237	96	100	112	10	10	453	100
MGAT5B	2	0	4	1	1	0	5	3
SEC14L1	576	323	184	223	16	16	1094	180
SEPTIN9	1853	710	377	561	88	28	2881	573
TNRC6C	680	715	57	484	49	37	1220	515
TMC6	350	112	100	111	10	9	795	110
TMC8	0	2	1	1	0	0	9	2
C17orf99	2	6	0	2	0	0	2	3
SYNGR2	443	158	268	143	13	9	903	84
TK1	694	134	151	92	17	4	1120	174
AFMID	500	186	55	150	18	11	1114	152
BIRC5	1421	361	309	192	19	7	2490	240
TMEM235	1	1	0	0	0	0	1	1
SOCS3	465	104	62	62	5	0	821	67
PGS1	316	155	119	103	17	6	520	129
DNAH17	0	17	1	15	5	1	6	34
CYTH1	122	171	42	121	13	7	164	133
USP36	225	129	69	113	14	6	192	96
TIMP2	547	99	741	91	10	9	540	81
CEP295NL	2	3	2	2	0	1	2	1
LGALS3BP	399	67	106	43	2	3	542	65
CANT1	454	87	127	87	8	6	630	57
C1QTNF1	21	6	19	4	2	0	23	7
ENGASE	69	20	16	15	2	1	84	10
RBFOX3	22	11	7	3	0	2	54	4
ENPP7	31	15	0	13	0	1	82	6
CBX2	396	72	63	48	8	6	631	46
CBX8	107	17	41	14	0	3	228	14
CBX4	101	28	86	9	3	3	197	24
TBC1D16	273	236	56	127	10	13	415	180
CCDC40	78	68	15	23	6	4	103	48
GAA	480	107	121	75	14	5	572	77
EIF4A3	2122	373	604	328	32	21	3096	421
CARD14	8	3	14	3	0	0	12	2
SGSH	76	27	20	20	2	1	141	13
SLC26A11	331	87	75	79	7	3	509	88
RNF213	584	213	176	203	26	11	868	201
ENDOV	564	137	113	119	15	12	971	119
NPTX1	11	0	0	0	0	0	3	1
RPTOR	96	353	20	292	39	22	153	363
CHMP6	371	83	122	56	8	3	497	78
BAIAP2	203	54	160	38	3	1	269	44
AATK	82	25	26	7	0	1	115	11
PVALEF	1	3	0	2	0	0	1	5
CEP131	137	29	43	22	5	2	206	32
TEPSIN	109	23	34	20	2	1	181	20
NDUFAF8	1534	363	488	330	39	26	2767	274
SLC38A10	516	158	177	140	18	6	798	78
BAHCC1	177	116	12	54	12	6	216	87
ACTG1	72282	11372	22827	14077	1375	635	118415	9967
FSCN2	4	1	1	1	0	0	8	1
FAAP100	172	45	59	28	3	0	276	27
NPLOC4	495	256	127	256	30	16	696	210
TSPAN10	57	17	17	9	0	0	118	6
PDE6G	34	1	5	7	1	0	32	3
OXLD1	644	136	169	116	13	11	932	107
CCDC137	814	148	162	137	17	6	1163	196
ARL16	1248	380	202	254	23	12	2595	274
HGS	491	95	182	98	14	5	809	92
MRPL12	2270	480	555	456	46	25	3692	417
SLC25A10	321	75	47	49	4	5	545	50
GCGR	25	21	1	27	1	1	102	5
MCRIP1	2034	414	546	355	37	17	3411	364
PPP1R27	4	2	1	7	1	0	29	3
P4HB	6526	1400	1552	1420	123	49	10497	1186
ARHGDIA	1645	251	693	241	31	10	2334	228
ALYREF	2321	384	526	299	37	23	3916	342
ANAPC11	5363	1152	1476	1178	126	55	9291	922
NPB	133	43	28	16	1	0	254	19
PCYT2	1211	279	143	254	30	11	2448	219
SIRT7	290	84	149	85	7	1	543	68
MAFG	731	132	270	173	18	8	1123	133
PYCR1	1252	376	158	237	38	9	2292	328
MYADML2	0	0	0	1	0	1	1	0
NOTUM	126	19	3	21	2	2	118	21
ASPSCR1	749	188	160	183	28	12	1185	147
CENPX	2586	597	639	438	49	27	4423	507
LRRC45	202	30	74	21	0	4	373	38
RAC3	1092	285	268	215	27	15	2304	240
DCXR	1877	497	410	306	32	22	3471	367
RFNG	590	142	152	104	10	5	1077	124
GPS1	1082	200	322	171	19	11	1744	188
DUS1L	990	219	217	173	24	15	1650	177
FASN	2282	522	230	362	41	14	4240	330
CCDC57	139	200	39	138	16	11	225	145
SLC16A3	1151	141	215	189	18	14	2427	204
CSNK1D	945	242	300	250	32	13	1547	208
CD7	11	3	8	20	0	0	103	1
SECTM1	3	0	12	2	0	0	9	1
TEX19	4	2	1	1	0	0	11	0
UTS2R	0	0	0	0	0	0	0	0
OGFOD3	310	108	88	78	9	4	557	84
HEXD	402	109	77	73	8	3	620	86
CYBC1	611	90	177	96	13	8	967	86
NARF	967	217	189	153	16	10	1641	177
FOXK2	456	412	146	327	47	18	877	316
WDR45B	928	236	247	179	25	15	1880	204
RAB40B	59	32	40	26	1	0	100	18
FN3KRP	374	90	163	66	8	4	733	80
FN3K	113	43	25	24	4	3	230	29
TBCD	184	216	48	157	12	9	263	189
ZNF750	60	2	112	1	0	0	87	0
B3GNTL1	73	62	23	28	6	5	85	38
METRNL	9	62	9	23	5	2	23	59
TUBB8P12	15	1	2	2	0	0	19	1
USP14	2165	618	402	612	68	31	3692	541
THOC1	732	406	97	236	44	20	1279	262
COLEC12	695	225	29	390	38	11	782	538
CETN1	0	0	0	0	0	0	1	0
CLUL1	8	10	5	3	0	0	17	8
TYMS	2467	528	476	374	47	35	3901	536
ENOSF1	430	348	108	217	25	8	836	213
YES1	1000	679	163	751	92	25	1794	573
ADCYAP1	2	2	1	1	0	0	8	0
METTL4	174	83	46	56	8	8	301	63
NDC80	562	230	95	110	7	11	880	175
SMCHD1	902	553	202	464	49	18	1574	477
EMILIN2	188	21	66	39	2	1	276	19
LPIN2	671	368	175	400	30	24	1233	341
MYOM1	4	19	2	14	0	1	11	9
MYL12A	6718	1273	3660	1565	130	64	11867	1031
MYL12B	7667	1687	4523	1943	201	79	13792	1247
IGLJCOR18	0	0	0	0	0	0	1	0
TGIF1	2991	540	508	584	57	38	4927	555
DLGAP1	100	1653	11	1136	110	68	147	1601
AKAIN1	13	4	1	0	0	3	9	2
ZBTB14	124	32	30	36	3	2	249	27
EPB41L3	812	1046	260	536	77	27	740	893
TMEM200C	125	27	47	38	5	1	220	24
L3MBTL4	46	136	5	168	15	10	92	96
ARHGAP28	650	582	58	275	35	16	752	736
LAMA1	1714	2234	136	2074	299	70	3543	2299
LRRC30	0	0	0	0	0	0	0	0
PTPRM	106	972	26	862	68	75	167	928
RAB12	85	151	61	130	20	5	162	121
MTCL1	159	121	64	123	18	5	324	113
NDUFV2	4674	1163	1423	1098	124	53	8239	941
ANKRD12	1440	776	471	652	75	41	2645	681
TWSG1	233	188	115	124	19	5	458	116
RALBP1	1303	408	657	296	41	15	2072	246
PPP4R1	487	309	146	232	23	17	784	208
RAB31	209	54	167	22	3	4	294	36
TXNDC2	1	0	0	0	0	0	0	1
VAPA	2935	985	1079	849	80	45	5365	640
APCDD1	185	41	58	38	4	2	312	56
NAPG	616	240	156	252	21	7	1085	201
PIEZO2	74	41	4	113	6	9	169	66
SLC35G4	0	0	0	0	0	0	0	1
GNAL	139	111	18	54	5	1	180	99
CHMP1B	672	145	370	127	19	4	1071	105
MPPE1	199	50	102	58	10	4	407	35
IMPA2	988	237	372	180	18	12	1948	199
ANKRD62	0	1	0	0	0	0	0	2
CIDEA	5	1	1	0	0	0	0	0
TUBB6	344	42	567	80	9	5	377	41
AFG3L2	697	239	209	184	29	11	1299	162
PRELID3A	37	19	5	21	1	1	69	7
SPIRE1	61	147	40	158	19	4	156	117
PSMG2	1518	363	446	308	42	24	2731	313
CEP76	147	48	21	48	4	4	228	73
PTPN2	988	435	193	437	45	17	1804	359
SEH1L	343	162	74	132	15	6	750	143
CEP192	247	395	61	264	35	13	432	258
LDLRAD4	35	69	5	65	6	2	38	76
FAM210A	467	152	105	102	12	7	818	98
RNMT	1315	480	308	373	48	27	2614	303
MC5R	3	1	0	0	0	0	2	0
MC2R	0	0	0	0	0	0	2	0
ZNF519	263	164	43	127	10	10	505	132
POTEC	97	123	0	0	0	11	29	24
ANKRD30B	19	54	0	3	0	3	25	26
ROCK1	1458	685	423	597	66	36	2653	517
GREB1L	237	1010	59	501	134	74	454	698
ESCO1	658	407	134	303	38	23	1419	296
SNRPD1	6497	1348	1338	1049	195	49	11179	1050
ABHD3	161	138	73	168	22	2	321	130
MIB1	583	577	160	374	46	30	1077	433
GATA6	1735	665	12	661	50	35	2360	847
CTAGE1	0	0	1	0	0	0	0	0
RBBP8	430	302	136	194	25	13	792	175
CABLES1	45	40	21	36	7	4	33	55
TMEM241	52	103	36	89	8	9	106	94
RIOK3	541	248	180	234	34	15	1132	188
RMC1	116	37	60	50	5	1	156	61
NPC1	236	252	76	280	22	5	393	146
ANKRD29	11	5	1	1	0	0	21	2
LAMA3	0	9	3	6	4	2	7	6
TTC39C	172	89	60	51	10	7	206	50
CABYR	50	19	19	7	2	1	77	17
OSBPL1A	594	308	232	193	26	15	1245	290
IMPACT	365	177	90	83	10	10	690	94
HRH4	0	1	0	0	0	0	0	10
ZNF521	198	379	58	202	40	22	401	228
SS18	680	360	249	253	29	12	1339	237
PSMA8	0	1	1	1	0	0	1	1
TAF4B	32	20	20	22	2	1	43	26
KCTD1	152	101	169	63	10	4	278	68
AQP4	5	5	2	1	0	0	23	5
CHST9	415	822	16	1012	110	31	1454	833
CDH2	4742	3509	281	2909	379	174	8772	2861
DSC3	28	10	15	6	0	0	28	0
DSC2	1099	360	948	320	33	29	2235	281
DSC1	0	0	0	0	0	0	2	0
DSG1	4	0	0	0	0	0	1	0
DSG4	1	2	0	2	0	0	0	0
DSG3	1	1	16	0	0	0	3	0
DSG2	1509	533	787	347	28	14	2686	263
TTR	105729	25857	136	15494	751	419	194110	11031
B4GALT6	143	236	23	187	21	14	293	159
SLC25A52	1	0	0	1	0	0	0	0
TRAPPC8	278	258	74	201	30	13	430	196
RNF125	162	80	17	53	8	3	160	107
RNF138	311	171	56	100	14	6	505	130
GAREM1	91	157	33	129	10	10	129	143
MEP1B	0	0	0	1	1	0	0	0
KLHL14	139	416	5	197	23	9	285	354
CCDC178	6	15	2	22	5	0	4	19
ASXL3	25	45	14	60	3	5	78	30
NOL4	8	7	3	14	0	1	14	5
DTNA	161	269	54	658	43	4	395	204
