mesoderm_NA18511	mesoderm_NA18856	mesoderm_NA18858	mesoderm_NA18912	mesoderm_NA19140	mesoderm_NA19159	mesoderm_NA19160	mesoderm_NA19210
IFT52	788	91	32	399	86	59	1686	10
MYBL2	840	102	102	349	87	62	1623	22
GTSF1L	0	0	0	0	0	0	0	0
TOX2	8	9	1	22	4	4	21	1
JPH2	19	5	1	113	13	5	24	3
OSER1	573	65	56	445	55	51	1150	18
GDAP1L1	25	3	7	57	4	3	38	0
FITM2	97	15	14	94	10	11	158	4
R3HDML	0	1	0	2	0	0	1	0
HNF4A	0	1	0	8	0	1	5	0
TTPAL	199	22	7	110	23	10	422	4
SERINC3	970	97	74	694	108	68	1552	14
PKIG	1189	141	61	798	124	85	2127	33
ADA	353	35	16	227	22	10	596	5
CCN5	0	0	0	1	0	0	1	0
KCNK15	3	0	1	0	1	0	9	0
RIMS4	8	2	2	11	1	4	38	0
YWHAB	6070	785	562	3519	645	445	13086	145
PABPC1L	125	23	14	154	30	15	225	1
TOMM34	507	58	41	243	49	43	882	7
STK4	535	110	45	461	94	60	1206	20
KCNS1	9	0	0	5	0	1	5	0
WFDC5	0	0	0	0	0	0	0	0
WFDC12	0	0	0	0	0	0	0	0
PI3	1	0	0	0	0	0	0	0
SEMG1	0	0	0	0	0	0	1	0
SEMG2	0	0	0	0	0	0	0	0
SLPI	188	1	8	80	3	4	323	0
MATN4	3	1	2	11	0	1	5	0
RBPJL	0	0	2	0	0	0	0	0
SDC4	1313	94	32	555	70	82	2096	15
SYS1	520	52	44	223	31	29	867	5
TP53TG5	0	4	0	12	7	2	1	1
DBNDD2	0	13	0	68	8	4	1	3
PIGT	981	57	89	331	47	45	2053	11
WFDC2	207	198	137	306	39	40	941	8
SPINT3	0	0	0	0	0	0	0	0
WFDC6	0	0	0	0	0	0	0	0
EPPIN	0	0	0	0	0	0	0	0
WFDC8	1	1	0	3	0	0	0	0
WFDC9	0	0	0	0	0	0	0	0
WFDC10A	1	0	0	0	0	0	0	0
WFDC11	0	0	0	0	0	1	0	0
WFDC10B	2	0	0	1	2	1	2	0
WFDC13	0	0	0	0	0	0	0	0
SPINT4	0	0	0	2	0	0	0	0
WFDC3	3	1	0	10	1	1	43	0
DNTTIP1	786	92	51	416	68	48	1588	16
UBE2C	3782	610	533	1859	421	276	8691	110
TNNC2	10	2	8	18	4	0	38	0
SNX21	181	14	26	60	10	12	260	1
ACOT8	268	38	37	143	30	17	549	12
ZSWIM3	47	5	5	47	8	2	81	0
ZSWIM1	48	5	2	14	3	2	74	1
SPATA25	0	0	1	0	0	0	2	0
NEURL2	28	2	8	16	2	2	76	1
CTSA	574	44	59	215	31	16	1103	8
PLTP	2583	92	124	424	80	97	4120	15
PCIF1	243	33	40	158	13	10	533	1
ZNF335	139	27	9	134	19	16	294	4
MMP9	23	1	19	13	2	4	30	0
SLC12A5	120	7	12	61	9	4	247	2
NCOA5	237	81	13	471	99	58	445	21
CD40	98	14	12	21	4	5	250	0
CDH22	9	1	0	41	4	1	23	0
SLC35C2	550	60	58	345	50	34	1141	14
ELMO2	171	24	9	133	32	13	308	7
ZNF334	173	45	5	177	29	25	364	8
OCSTAMP	0	0	0	0	0	0	2	0
SLC13A3	45	71	2	222	25	25	101	14
TP53RK	1026	95	75	407	52	53	1817	15
SLC2A10	111	18	9	80	13	9	244	7
EYA2	10	11	0	41	17	3	21	6
ZMYND8	1244	367	68	1622	294	230	2356	64
NCOA3	229	97	30	655	108	71	518	19
SULF2	379	38	15	290	39	37	756	8
PREX1	180	90	11	483	60	18	458	17
ARFGEF2	183	87	13	604	80	58	375	13
CSE1L	1339	286	84	1130	268	158	2637	51
STAU1	1584	292	106	1306	214	171	2961	34
DDX27	907	129	91	516	84	45	1973	13
ZNFX1	104	21	8	118	19	12	185	3
KCNB1	10	1	0	8	1	1	10	1
PTGIS	194	27	11	261	48	35	370	8
B4GALT5	351	80	40	379	76	46	824	12
SLC9A8	54	39	3	159	27	12	100	6
SPATA2	138	16	8	90	7	7	226	0
RNF114	943	106	81	483	100	54	1984	14
SNAI1	306	35	23	237	33	10	865	24
UBE2V1	183	415	3	1828	324	220	355	86
TMEM189	440	49	25	238	38	25	775	7
CEBPB	472	42	53	183	24	17	817	7
PTPN1	519	114	33	509	91	69	1114	20
RIPOR3	202	15	3	218	40	19	334	5
PARD6B	755	96	29	605	120	105	1123	9
BCAS4	586	26	17	173	38	34	946	10
ADNP	1288	408	46	2031	368	220	2761	88
DPM1	1056	122	68	607	103	65	2105	19
MOCS3	161	17	9	71	7	7	353	2
KCNG1	464	82	16	344	61	33	1146	15
NFATC2	25	6	0	56	6	6	70	3
ATP9A	149	48	5	228	46	40	367	9
SALL4	1019	213	111	842	157	109	1960	34
ZFP64	199	68	13	362	65	40	419	18
TSHZ2	170	290	14	442	125	136	500	44
ZNF217	411	113	28	415	58	54	812	17
BCAS1	2	1	0	7	0	2	2	0
CYP24A1	1	0	0	1	0	0	0	1
PFDN4	2520	279	212	1212	196	150	4981	49
DOK5	189	19	10	166	15	20	212	1
CBLN4	0	0	0	0	0	0	2	0
MC3R	0	0	0	0	0	0	0	0
FAM210B	909	138	55	428	73	146	2552	18
AURKA	1078	203	123	570	129	80	2137	30
CSTF1	452	65	41	267	40	25	1056	12
CASS4	1	1	0	1	0	1	1	2
RTF2	1763	211	100	1026	171	100	3632	47
GCNT7	0	3	0	29	2	3	1	2
FAM209A	2	1	0	7	0	1	3	0
FAM209B	5	0	1	4	4	2	17	0
TFAP2C	48	6	12	42	8	11	111	1
BMP7	172	93	31	134	34	20	405	13
SPO11	0	0	0	0	0	0	0	0
RAE1	800	104	61	493	106	64	1732	22
MTRNR2L3	0	0	0	2	0	0	4	0
RBM38	316	20	55	158	21	18	568	5
CTCFL	0	0	2	0	2	1	19	0
PCK1	0	0	0	1	0	0	0	0
ZBP1	1	0	0	0	0	0	0	0
PMEPA1	233	58	57	327	37	20	563	13
C20orf85	1	0	0	1	0	0	1	0
ANKRD60	0	0	0	0	0	0	0	0
RAB22A	437	65	20	373	51	40	769	11
VAPB	663	126	39	430	78	62	1336	21
APCDD1L	86	9	2	63	7	3	142	9
STX16	553	133	59	477	82	79	1062	19
NPEPL1	189	29	13	222	34	20	486	3
GNAS	33093	3081	1469	15019	3506	2068	65236	711
NELFCD	1187	111	54	540	95	56	1932	17
CTSZ	1347	84	52	573	146	76	2857	20
TUBB1	1	0	0	1	0	1	3	0
ATP5F1E	16731	1503	743	5742	1293	1050	32761	278
PRELID3B	769	69	67	336	64	52	1462	11
ZNF831	2	3	0	26	9	1	6	0
EDN3	76	11	1	46	15	16	211	5
PHACTR3	30	3	2	20	29	11	89	0
SYCP2	9	0	1	13	2	4	30	0
FAM217B	325	48	20	234	37	47	1234	11
PPP1R3D	34	5	2	31	3	3	115	1
CDH26	1	1	1	8	2	2	8	0
CDH4	2	155	0	634	61	41	2	16
TAF4	15	32	1	153	25	24	25	9
LSM14B	294	60	44	199	29	20	694	9
PSMA7	10986	1332	746	5629	1105	745	21054	252
SS18L1	127	49	11	156	25	24	245	11
MTG2	240	51	16	207	35	25	431	3
HRH3	4	0	2	1	0	0	2	0
OSBPL2	229	35	20	154	30	20	484	7
ADRM1	2383	189	282	985	141	121	4151	52
LAMA5	614	32	37	216	21	29	1094	5
RPS21	26745	2435	2155	9996	1636	1413	54999	475
CABLES2	138	7	8	67	11	9	304	4
RBBP8NL	0	0	1	1	0	0	0	0
GATA5	263	20	12	95	9	11	448	7
SLCO4A1	11	4	3	1	0	2	22	0
NTSR1	4	1	0	0	1	0	9	0
MRGBP	747	54	47	270	42	31	1566	12
OGFR	547	45	29	203	22	27	1028	9
COL9A3	1006	43	42	103	22	24	3036	8
TCFL5	208	45	10	161	30	12	473	8
DIDO1	447	162	51	705	131	82	1078	29
GID8	814	103	84	504	79	73	1609	22
SLC17A9	24	2	6	8	2	1	60	0
BHLHE23	0	0	0	0	0	0	0	0
YTHDF1	578	56	46	244	45	39	1160	11
BIRC7	3	0	0	1	1	0	15	0
NKAIN4	153	55	9	50	9	13	655	8
ARFGAP1	336	31	28	126	27	24	691	7
COL20A1	1	0	0	1	1	0	2	0
CHRNA4	2	0	0	0	0	0	0	0
KCNQ2	131	49	6	104	55	37	439	10
EEF1A2	49	3	32	31	2	1	134	0
PPDPF	7195	733	560	2548	487	467	15655	120
PTK6	3	0	0	2	2	0	12	0
SRMS	0	0	0	0	0	0	0	0
FNDC11	18	1	0	5	0	0	30	0
HELZ2	65	10	12	20	5	2	144	1
GMEB2	97	31	5	157	28	16	249	4
STMN3	76	4	9	24	7	7	150	1
RTEL1	2	14	0	74	11	6	3	1
TNFRSF6B	0	3	0	6	0	1	0	1
ARFRP1	405	40	27	127	18	15	743	7
ZGPAT	14	50	0	263	46	24	18	14
LIME1	1	3	0	5	1	0	1	1
SLC2A4RG	1808	115	70	417	71	63	3551	17
ZBTB46	56	58	6	184	21	29	152	13
ABHD16B	0	0	0	0	0	0	0	0
TPD52L2	891	91	88	362	53	61	1651	15
DNAJC5	231	53	13	231	33	25	434	8
UCKL1	261	25	39	112	20	18	538	8
ZNF512B	204	18	16	46	14	8	329	2
SAMD10	21	3	1	5	1	2	45	0
PRPF6	994	161	90	647	95	80	2022	26
C20orf204	19	4	5	17	2	0	90	2
SOX18	8	2	2	9	1	1	60	0
TCEA2	934	97	67	478	81	62	2031	12
RGS19	267	15	21	79	12	13	474	5
OPRL1	4	0	0	11	3	0	1	1
LKAAEAR1	17	1	1	2	0	1	26	0
MYT1	0	2	0	13	2	4	1	0
NPBWR2	0	0	0	0	0	0	0	0
PCMTD2	316	74	17	324	41	57	646	14
OR4F17	0	0	0	0	1	0	0	0
PLPP2	34	1	26	26	1	0	47	1
MIER2	280	23	23	169	27	16	481	5
THEG	0	1	0	1	0	0	0	0
C2CD4C	80	1	6	16	2	1	60	1
SHC2	561	34	39	192	30	21	362	9
ODF3L2	2	1	0	4	0	1	5	0
MADCAM1	10	3	0	13	1	2	23	0
TPGS1	1185	53	48	389	87	69	2149	11
CDC34	1275	169	123	603	92	84	2403	21
GZMM	13	0	2	4	0	0	37	0
BSG	7713	997	651	4256	669	490	16072	146
HCN2	4	1	2	8	0	1	5	1
POLRMT	310	20	29	118	21	14	554	3
FGF22	2	1	1	2	0	0	11	0
RNF126	909	100	84	333	71	47	1682	19
FSTL3	271	10	15	43	7	6	401	2
PRSS57	1	0	0	5	0	0	5	0
PALM	620	65	30	299	54	23	1442	10
MISP	1	0	0	2	0	0	5	0
PTBP1	2579	249	199	904	172	132	5186	34
PLPPR3	613	70	44	165	56	38	1576	12
AZU1	4	1	0	15	6	4	14	0
PRTN3	0	0	0	1	1	0	1	0
ELANE	0	0	0	0	0	0	0	0
CFD	10	4	1	9	2	4	61	1
MED16	283	57	15	320	47	39	760	11
R3HDM4	354	28	26	142	23	18	726	8
KISS1R	7	1	2	1	0	1	28	0
ARID3A	2941	236	182	1303	212	182	5159	39
WDR18	1407	187	160	447	106	89	2894	33
GRIN3B	33	1	1	10	0	3	34	0
TMEM259	1037	81	100	274	53	51	2179	17
CNN2	2167	195	255	1229	200	160	4467	47
ABCA7	145	14	26	61	25	10	428	1
ARHGAP45	63	1	10	16	1	4	134	0
POLR2E	3028	313	267	1115	213	135	4786	51
GPX4	10609	1045	901	4000	613	519	18729	181
SBNO2	2	17	0	91	12	23	7	3
STK11	626	53	33	229	28	25	1185	15
CBARP	82	4	12	19	5	4	157	0
ATP5F1D	6171	605	578	2423	401	334	11583	102
MIDN	1783	205	122	790	153	105	3719	39
CIRBP	6638	529	282	2261	410	320	12675	61
FAM174C	797	85	115	305	63	30	1743	13
EFNA2	374	73	8	116	43	20	696	11
PWWP3A	628	80	37	280	56	49	1460	18
NDUFS7	2287	238	227	1069	196	121	4396	39
GAMT	1373	135	79	542	96	75	2931	23
DAZAP1	1912	241	230	1107	188	121	3414	45
RPS15	43747	5344	3513	22289	3834	3062	88774	930
APC2	7	1	1	16	2	2	15	1
C19orf25	582	92	61	353	66	34	1258	5
PCSK4	20	3	4	17	4	4	87	1
REEP6	67	7	8	23	1	4	151	0
ADAMTSL5	21	0	0	1	0	0	38	0
PLK5	1	0	0	3	0	1	4	0
MEX3D	572	79	30	238	45	33	1172	7
MBD3	732	93	52	339	56	47	1425	7
UQCR11	3382	458	272	2079	320	278	6469	75
TCF3	1264	186	87	749	155	116	2634	38
ONECUT3	1	0	0	4	0	0	1	0
ATP8B3	43	5	2	22	3	3	110	2
REXO1	404	39	27	191	28	14	815	5
KLF16	190	12	17	41	4	6	345	2
ABHD17A	568	119	31	495	113	66	980	19
SCAMP4	574	61	38	323	47	40	1131	12
ADAT3	72	3	5	18	1	2	105	0
CSNK1G2	1172	117	84	465	89	55	2306	16
BTBD2	440	79	34	334	68	40	1084	15
MKNK2	513	47	49	218	34	28	1126	14
MOB3A	235	39	15	138	22	29	415	12
IZUMO4	32	2	2	10	1	4	61	1
AP3D1	1249	116	105	477	93	72	2419	21
DOT1L	249	50	17	172	47	21	467	8
PLEKHJ1	2201	257	204	894	155	146	4532	60
SF3A2	655	86	73	321	49	41	1627	21
AMH	67	4	2	38	0	6	14	1
JSRP1	4	0	6	8	0	1	8	0
OAZ1	10651	1185	1115	5562	900	602	22344	204
PEAK3	0	3	0	6	1	0	1	0
LINGO3	23	1	3	0	0	1	40	0
LSM7	5288	579	464	2547	464	328	10131	105
SPPL2B	300	27	14	142	21	15	568	6
TMPRSS9	2	5	1	24	5	7	3	1
TIMM13	4483	524	541	2189	342	293	9047	80
LMNB2	745	124	68	286	61	60	1528	19
GADD45B	451	19	70	257	21	17	943	12
GNG7	86	42	4	195	40	24	197	10
DIRAS1	43	7	1	20	2	0	94	2
SLC39A3	516	50	40	269	34	31	1187	7
SGTA	578	68	60	241	45	36	1291	13
THOP1	454	57	37	264	34	26	817	9
ZNF554	68	8	3	48	13	7	150	5
ZNF555	37	8	4	59	2	5	179	0
ZNF556	0	0	1	4	2	0	1	0
ZNF57	29	7	3	24	2	0	70	0
ZNF77	31	16	5	44	5	5	119	1
TLE6	7	4	1	7	2	1	37	0
TLE2	73	9	9	11	3	8	106	0
TLE5	2744	284	181	607	148	147	4918	38
GNA11	289	22	25	87	15	11	463	4
GNA15	0	0	1	1	0	0	0	0
S1PR4	0	0	0	0	0	0	0	0
NCLN	444	44	42	197	44	28	715	12
CELF5	14	6	0	20	3	3	44	2
NFIC	256	21	14	101	13	16	467	3
SMIM24	18	6	20	70	1	1	80	3
AC005551.1	0	0	0	0	0	0	0	0
DOHH	235	21	30	106	14	13	517	5
FZR1	228	24	10	109	21	8	501	9
MFSD12	312	28	36	142	21	14	700	5
C19orf71	0	1	0	8	1	1	0	0
HMG20B	874	112	95	372	51	58	1902	17
GIPC3	2	0	0	3	0	0	5	0
TBXA2R	10	0	0	3	0	0	18	0
CACTIN	139	13	12	73	10	11	303	2
PIP5K1C	393	34	32	277	41	21	774	6
TJP3	5	0	14	6	1	1	24	0
APBA3	102	16	8	52	7	7	215	1
MRPL54	1456	152	113	617	122	81	2541	15
RAX2	0	0	0	0	0	0	0	0
MATK	18	3	27	4	0	1	26	0
ZFR2	141	26	16	186	33	7	444	8
ATCAY	9	4	22	16	2	3	27	0
NMRK2	38	2	310	32	3	2	66	0
DAPK3	627	93	64	624	81	73	1124	16
EEF2	15891	1248	1516	6228	899	846	31137	217
PIAS4	427	41	37	197	29	17	890	11
ZBTB7A	397	23	27	148	36	26	719	3
MAP2K2	3726	359	254	1729	262	201	7031	80
CREB3L3	1	0	0	2	0	0	2	0
SIRT6	212	29	19	130	26	15	546	6
ANKRD24	2	0	1	7	0	0	9	0
EBI3	12	1	0	12	2	0	21	1
YJU2	326	61	38	198	39	16	644	12
SHD	59	18	15	39	1	0	231	0
TMIGD2	20	0	2	5	4	0	77	0
FSD1	223	36	25	188	35	20	703	10
STAP2	146	16	20	87	11	14	424	4
MPND	337	33	20	182	18	20	713	11
SH3GL1	891	89	57	349	58	52	1776	11
CHAF1A	890	153	73	600	135	81	1851	26
UBXN6	329	11	23	102	16	12	637	7
HDGFL2	1900	193	117	936	167	119	4018	34
PLIN4	0	0	0	7	2	0	4	0
PLIN5	11	12	4	12	1	5	35	0
LRG1	4	0	0	8	1	1	5	0
SEMA6B	48	7	17	15	3	2	108	5
TNFAIP8L1	150	20	8	108	6	9	334	2
MYDGF	3065	280	221	1209	172	183	5270	42
DPP9	252	28	23	159	21	19	455	9
FEM1A	170	17	21	90	18	4	389	1
TICAM1	60	0	3	24	3	2	114	0
PLIN3	1736	145	100	710	112	92	3329	35
ARRDC5	0	0	0	0	0	0	0	0
UHRF1	368	107	18	431	95	61	880	14
KDM4B	520	123	27	809	132	80	1084	22
PTPRS	104	194	6	747	139	95	236	50
ZNRF4	0	0	0	0	0	0	0	0
TINCR	5	7	2	33	6	1	17	1
SAFB2	1049	111	70	524	106	52	2027	11
SAFB	1755	232	94	1150	226	136	3555	53
RPL36	37912	3190	2766	13056	2071	1764	75788	505
MICOS13	2020	184	108	722	124	114	3877	22
HSD11B1L	225	25	18	108	19	20	678	3
LONP1	578	63	69	322	52	35	1283	9
CATSPERD	0	0	0	11	0	0	3	0
PRR22	35	1	4	8	1	0	35	0
DUS3L	152	18	12	110	14	11	313	8
NRTN	266	16	11	45	10	17	591	4
FUT6	1	0	0	2	1	1	4	0
FUT3	6	0	3	1	1	0	9	0
FUT5	1	0	0	0	0	0	2	0
NDUFA11	3815	747	240	3213	598	430	7660	165
VMAC	83	8	5	49	6	8	139	0
CAPS	24	4	2	9	0	0	71	1
RANBP3	397	54	28	300	46	34	823	11
RFX2	78	43	3	168	31	25	231	8
ACSBG2	0	2	0	8	0	1	0	1
MLLT1	445	32	24	192	31	33	961	12
ACER1	1	0	0	2	0	0	0	0
CLPP	1864	145	149	694	128	125	3365	27
ALKBH7	2812	264	182	1395	193	192	6226	35
PSPN	25	0	2	11	1	2	46	0
GTF2F1	983	128	61	493	77	57	2065	22
KHSRP	1198	155	103	621	135	93	2314	22
SLC25A41	1	3	0	4	0	0	10	0
SLC25A23	245	38	28	187	47	22	566	4
CRB3	19	3	20	7	0	1	28	0
DENND1C	0	1	1	1	0	0	8	0
TUBB4A	12	2	14	14	1	2	39	0
TNFSF9	65	4	11	154	6	8	62	1
CD70	5	4	11	40	1	6	26	1
TNFSF14	1	1	0	23	4	2	0	1
C3	16	3	3	29	2	1	7	0
GPR108	523	42	37	270	46	28	810	8
TRIP10	453	43	41	324	47	21	927	3
SH2D3A	18	3	8	28	2	6	56	1
VAV1	1	0	2	3	0	0	0	0
ADGRE1	0	0	0	1	1	1	0	0
MBD3L2B	1	0	0	0	0	0	0	0
MBD3L5	0	0	0	0	0	0	0	0
MBD3L4	0	0	0	0	0	0	0	0
MBD3L2	0	0	0	0	0	0	0	0
MBD3L3	0	0	0	0	0	0	0	0
ZNF557	100	21	8	124	10	9	207	4
INSR	220	55	18	420	53	37	442	10
AC119396.1	0	2	0	11	0	1	0	2
ARHGEF18	159	54	11	277	41	33	243	8
PEX11G	26	6	4	24	2	7	62	1
TEX45	0	0	0	1	0	0	4	0
ZNF358	875	71	66	402	73	51	1662	10
MCOLN1	284	24	20	130	22	26	546	6
PNPLA6	287	20	39	127	22	18	524	5
CAMSAP3	30	7	8	30	6	4	86	0
XAB2	442	39	29	209	48	13	882	7
PET100	1245	213	63	931	169	129	2343	43
PCP2	0	0	0	1	0	0	0	0
STXBP2	194	25	50	155	22	20	477	2
RETN	0	0	0	0	0	0	0	0
MCEMP1	0	0	0	0	0	0	0	0
TRAPPC5	38	347	1	1580	279	185	77	69
FCER2	0	0	0	0	0	0	0	0
CLEC4G	0	0	0	0	0	0	1	0
CD209	0	0	0	0	0	0	0	0
CLEC4M	0	0	0	1	0	0	0	0
EVI5L	84	5	9	61	11	14	165	0
PRR36	24	6	5	13	3	1	55	0
LRRC8E	18	1	3	4	2	2	24	0
MAP2K7	451	35	31	160	34	23	989	10
TGFBR3L	21	2	10	7	4	2	67	0
SNAPC2	389	45	30	147	22	20	940	6
CTXN1	663	122	38	368	76	73	1767	20
TIMM44	571	77	87	352	56	36	1042	10
ELAVL1	2187	292	153	1297	261	179	4534	41
CCL25	0	0	0	3	0	0	3	0
FBN3	139	77	16	258	47	37	280	14
CERS4	331	74	71	354	50	26	686	8
CD320	1363	167	108	388	82	73	2749	24
NDUFA7	218	312	23	1144	207	140	443	38
RPS28	24307	3952	1837	18560	2804	2382	47692	550
KANK3	6	1	3	8	2	2	16	2
ANGPTL4	241	10	12	88	8	10	420	8
RAB11B	1234	115	73	463	73	58	2495	20
MARCH2	151	16	12	108	10	15	286	6
HNRNPM	8392	912	471	3900	740	569	16334	157
PRAM1	0	2	0	12	2	0	1	1
ZNF414	343	43	29	158	24	19	731	5
MYO1F	11	14	0	80	9	4	77	0
ADAMTS10	92	31	3	158	26	9	237	2
LINC01862	0	0	0	3	0	0	0	0
ACTL9	0	0	0	0	0	0	0	0
OR2Z1	0	0	0	0	0	0	0	0
ZNF558	4	1	2	47	5	8	111	0
MBD3L1	0	0	0	2	0	0	0	0
MUC16	0	0	0	2	0	1	1	0
OR1M1	0	1	0	0	0	0	0	0
OR7G2	0	0	0	0	0	0	1	0
OR7G1	0	0	0	0	0	0	0	0
OR7G3	0	0	0	0	0	0	0	0
ZNF317	114	12	11	107	17	16	193	2
OR7D2	0	0	0	5	0	0	11	0
OR7D4	0	0	0	0	0	0	0	0
OR7E24	0	0	0	0	0	0	0	0
ZNF699	55	9	4	44	6	11	103	1
ZNF559	93	32	9	202	16	6	315	5
ZNF177	1	9	0	48	4	1	5	0
ZNF266	95	24	11	127	25	22	261	1
ZNF560	1	1	4	0	1	0	8	0
ZNF426	482	69	25	239	33	33	803	13
ZNF121	245	88	48	278	65	44	508	9
ZNF561	279	47	27	218	41	34	663	12
ZNF562	172	44	20	298	51	26	361	10
ZNF846	102	41	6	217	39	36	240	8
FBXL12	611	66	45	290	40	38	1229	9
UBL5	8002	829	597	3668	599	438	15578	130
PIN1	2573	295	200	1136	213	153	5184	51
OLFM2	119	29	93	163	27	14	501	3
COL5A3	1	0	4	9	0	0	8	0
RDH8	0	0	4	0	0	0	1	0
SHFL	138	2	19	29	2	2	231	0
ANGPTL6	308	19	2	51	13	11	584	1
PPAN	454	82	48	258	45	36	822	9
P2RY11	22	4	1	22	1	2	53	0
EIF3G	4076	453	346	2018	325	235	8251	81
DNMT1	2190	343	145	1259	267	171	4738	52
S1PR2	167	12	6	43	15	6	439	1
MRPL4	1541	144	158	668	128	85	2990	29
ICAM1	4	0	1	5	0	0	12	0
ICAM4	30	1	3	21	2	1	112	0
ICAM5	2	0	1	4	0	0	11	0
ZGLP1	11	3	0	2	0	1	25	0
FDX2	139	60	9	261	49	29	294	9
RAVER1	23	38	0	199	29	35	39	8
ICAM3	186	19	25	90	15	13	385	3
TYK2	213	23	27	78	22	14	399	3
CDC37	2334	194	194	923	125	114	4683	32
PDE4A	93	7	5	57	6	5	167	1
KEAP1	534	43	61	257	49	28	921	9
S1PR5	10	0	0	10	1	1	21	0
ATG4D	319	31	48	182	23	21	737	6
KRI1	207	38	21	130	30	10	554	9
CDKN2D	85	9	11	42	13	5	176	3
AP1M2	58	8	95	112	8	6	122	1
SLC44A2	366	83	20	260	38	32	749	8
ILF3	3416	486	213	1889	394	292	7021	87
QTRT1	576	62	24	210	44	25	1187	9
DNM2	532	118	51	511	98	59	986	22
TMED1	1145	114	61	465	80	63	2190	14
C19orf38	3	2	3	8	2	1	7	1
CARM1	763	79	62	406	71	38	1548	15
YIPF2	787	57	70	247	35	40	1376	7
TIMM29	524	69	42	280	53	28	896	11
SMARCA4	2816	406	185	1549	321	196	5875	79
LDLR	839	108	54	611	126	85	1525	20
SPC24	361	41	20	165	36	31	669	12
KANK2	430	41	23	160	30	16	818	5
DOCK6	90	25	9	127	15	19	225	6
ANGPTL8	1	0	0	2	1	0	2	0
TSPAN16	1	1	0	1	0	0	0	0
RAB3D	122	12	6	51	3	11	234	1
TMEM205	770	79	87	347	67	38	1816	7
CCDC159	71	6	5	59	7	8	196	3
PLPPR2	56	1	2	24	4	4	103	1
SWSAP1	117	11	15	58	13	9	233	0
EPOR	450	36	50	176	21	18	873	14
RGL3	7	12	9	21	0	2	54	0
CCDC151	27	3	18	10	1	2	126	0
PRKCSH	1639	152	129	591	107	86	3613	20
ELAVL3	7	4	1	24	7	3	24	0
ZNF653	42	4	1	49	11	6	119	2
ECSIT	459	57	49	228	39	36	1016	10
CNN1	115	11	51	121	7	6	282	2
ELOF1	1028	97	97	442	71	45	2127	23
ZNF627	150	59	5	228	39	23	321	7
ACP5	8	0	16	1	0	2	26	0
ZNF823	73	19	0	59	13	11	161	3
ZNF441	44	15	2	52	8	11	102	2
ZNF491	18	8	0	34	7	5	37	0
ZNF440	61	41	5	106	19	16	137	4
ZNF439	107	26	2	4	4	13	107	6
ZNF69	140	52	7	233	67	45	228	18
ZNF700	58	26	3	172	15	15	96	3
ZNF763	16	17	0	20	7	6	52	1
ZNF433	66	32	3	100	13	15	104	1
ZNF878	6	5	2	14	3	3	13	0
ZNF844	62	33	1	122	16	12	50	10
ZNF20	9	22	1	81	16	8	42	3
ZNF625	151	93	8	280	46	39	291	5
ZNF136	175	38	13	147	24	19	401	9
ZNF44	138	44	16	222	50	31	287	10
ZNF563	81	9	4	43	9	6	109	1
ZNF442	22	11	0	31	6	3	48	0
ZNF799	36	9	3	37	10	4	109	1
ZNF443	40	7	1	30	9	3	98	2
ZNF709	25	55	0	266	34	20	29	13
ZNF564	31	38	1	124	24	20	65	6
ZNF490	39	22	6	145	24	10	99	5
ZNF791	568	70	30	321	40	48	1075	9
MAN2B1	60	35	5	160	31	23	126	14
WDR83	315	37	20	160	31	14	662	9
WDR83OS	58	454	4	1906	371	274	140	92
DHPS	266	142	20	426	73	78	565	18
GNG14	0	0	0	1	0	0	0	0
FBXW9	225	27	14	129	19	15	472	6
TNPO2	215	63	36	279	59	29	497	11
TRIR	4837	461	420	2193	376	273	10260	92
GET3	1554	133	133	779	122	85	2900	27
BEST2	0	0	0	2	0	0	2	0
HOOK2	319	34	60	227	30	29	787	8
JUNB	754	22	61	317	18	19	1494	1
PRDX2	11054	1508	783	5805	1239	733	25715	250
THSD8	0	1	0	0	0	0	0	1
RNASEH2A	77	14	3	41	9	5	185	0
RTBDN	3	0	3	0	0	0	7	0
MAST1	27	0	3	33	9	6	122	2
DNASE2	223	18	37	165	17	15	598	3
KLF1	79	5	6	65	6	1	201	0
GCDH	624	88	46	210	42	35	1051	16
SYCE2	26	11	1	30	15	8	73	2
FARSA	856	66	97	337	64	29	1676	13
CALR	17030	1252	1089	5438	989	780	31851	236
RAD23A	1824	239	173	953	147	120	3893	31
GADD45GIP1	5238	550	419	2383	458	335	10279	87
DAND5	2	0	0	7	0	1	10	0
NFIX	34	2	0	13	2	1	56	3
LYL1	105	4	3	27	6	6	204	1
TRMT1	422	34	45	207	31	22	842	7
NACC1	540	45	53	251	40	20	987	10
STX10	609	54	39	228	75	24	1409	10
IER2	2421	273	205	1597	183	160	5311	32
CACNA1A	59	11	14	228	23	14	236	7
CCDC130	434	45	39	269	31	38	854	9
MRI1	253	22	14	104	12	22	459	2
C19orf53	4922	517	371	2250	324	280	8763	78
ZSWIM4	64	26	7	103	17	9	216	3
NANOS3	0	0	2	3	0	0	3	0
C19orf57	27	5	3	12	7	2	96	1
CC2D1A	195	14	14	86	15	14	395	4
PODNL1	5	0	1	6	2	1	10	1
DCAF15	491	68	56	281	46	39	1120	8
RFX1	290	31	31	188	25	24	533	12
RLN3	0	0	0	1	0	0	0	0
IL27RA	84	7	5	28	7	4	182	0
PALM3	52	7	13	35	7	6	95	1
